C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,label
0,30,74,64,6,4,29,13,1,110,98,120,129,7,91,18,8,61,5,3,102,0,8,35,1,24,0.0,5.030437921392435,1.3862943611198906,1.3862943611198906,7.521859252201629,4.574710978503383,2.5649493574615367,1.9459101490553132,2.4849066497880004,0.0,0.6931471805599453,0.0,1.3862943611198906,1
0,38,103,92,5,0,76,17,1,4,6,68,163,5,52,36,8,70,5,3,133,0,0,77,5,10,0.0,0.6931471805599453,2.302585092994046,0.0,8.769040810858803,4.919980925828125,1.0986122886681098,1.9459101490553132,4.59511985013459,0.0,0.6931471805599453,0.0,1.0986122886681098,0
18,5,5,123,1,0,57,1,1,81,137,165,59,2,148,20,8,40,5,1,44,0,0,35,16,45,0.0,-1.0,0.0,0.0,9.93532530938488,0.0,0.0,1.791759469228055,2.1972245773362196,0.0,0.0,0.0,0.0,0
11,5,143,61,6,0,145,14,0,104,93,114,99,1,38,149,7,40,7,2,159,0,0,81,16,22,0.0,2.70805020110221,1.3862943611198906,1.0986122886681098,12.631461288657563,0.0,0.0,1.0986122886681098,4.663439094112067,0.0,0.0,0.0,1.0986122886681098,0
9,18,0,0,6,4,171,9,0,30,170,0,121,1,71,0,2,10,0,0,0,5,7,0,0,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,91,64,125,4,4,2,7,1,49,37,135,10,2,61,32,8,86,5,2,155,0,2,69,17,14,0.6931471805599453,1.0986122886681098,1.9459101490553132,1.0986122886681098,2.1972245773362196,2.302585092994046,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,1
11,85,171,80,1,5,16,1,1,21,172,2,105,13,94,137,8,29,4,2,21,0,3,35,4,24,0.0,2.8903717578961645,3.5553480614894135,2.4849066497880004,7.487173694213739,3.9318256327243257,0.6931471805599453,3.258096538021482,4.634728988229636,0.0,0.6931471805599453,0.0,2.4849066497880004,0
0,35,94,17,6,4,82,1,1,13,14,101,48,7,69,28,0,95,21,3,65,0,6,14,11,3,0.0,0.6931471805599453,2.0794415416798357,2.1972245773362196,8.412277021466677,5.220355825078324,1.0986122886681098,1.6094379124341003,5.220355825078324,0.0,0.6931471805599453,0.0,3.8501476017100584,0
6,72,6,88,1,3,155,7,1,30,168,92,3,1,100,66,5,65,5,1,26,0,7,27,9,2,0.0,5.214935757608986,1.3862943611198906,1.3862943611198906,8.661985936317778,0.0,0.0,1.3862943611198906,2.302585092994046,0.0,0.0,0.0,1.3862943611198906,0
0,25,65,54,1,4,127,16,1,46,68,85,92,1,68,58,8,13,5,1,132,0,1,38,16,66,0.0,2.6390573296152584,1.3862943611198906,2.3978952727983707,3.8918202981106265,2.833213344056216,2.4849066497880004,2.3978952727983707,5.099866427824199,0.0,1.3862943611198906,0.0,1.9459101490553132,0
9,60,162,40,1,4,125,7,1,52,167,125,147,1,2,98,4,58,6,2,27,0,8,30,2,85,0.0,0.6931471805599453,3.258096538021482,3.1354942159291497,10.58215541183124,4.204692619390966,0.6931471805599453,3.367295829986474,4.110873864173311,0.0,0.0,0.0,3.4011973816621555,0
16,33,43,145,1,5,75,0,1,99,134,95,8,1,131,104,3,97,5,1,15,3,0,32,17,15,0.0,0.6931471805599453,2.6390573296152584,1.3862943611198906,8.638879709672837,3.912023005428146,1.3862943611198906,1.3862943611198906,4.0943445622221,0.0,0.6931471805599453,0.0,1.3862943611198906,0
0,18,132,5,1,0,95,1,1,30,106,31,101,1,47,131,7,33,0,0,73,0,0,72,0,0,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,7.493317248862145,1.6094379124341003,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.6931471805599453,0.0,1.0986122886681098,1
0,35,163,30,6,4,122,1,1,71,169,60,90,2,140,111,0,95,35,3,160,0,2,92,11,46,0.6931471805599453,1.0986122886681098,6.403574197934815,2.4849066497880004,1.0986122886681098,2.4849066497880004,1.0986122886681098,2.4849066497880004,2.4849066497880004,0.6931471805599453,1.0986122886681098,0.0,2.4849066497880004,1
21,30,79,55,6,6,118,1,1,24,90,134,50,1,150,92,8,61,13,3,86,5,0,35,1,24,2.302585092994046,0.6931471805599453,3.6888794541139363,1.9459101490553132,3.8918202981106265,2.70805020110221,2.6390573296152584,3.4339872044851463,4.23410650459726,1.0986122886681098,1.6094379124341003,0.0,1.9459101490553132,1
11,62,11,74,6,4,56,1,1,30,116,166,66,7,99,103,6,78,5,1,81,0,0,3,3,48,0.6931471805599453,2.5649493574615367,1.6094379124341003,1.0986122886681098,1.791759469228055,1.3862943611198906,3.258096538021482,2.995732273553991,4.736198448394496,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0986122886681098,0
19,19,2,58,1,4,7,1,1,48,43,8,95,1,165,59,8,36,5,2,124,0,2,113,16,67,0.0,0.0,3.091042453358316,1.791759469228055,7.960672608388117,0.0,0.0,3.4657359027997265,0.6931471805599453,0.0,0.0,0.0,3.4657359027997265,0
11,10,38,89,5,4,166,1,1,15,123,59,42,2,158,25,4,117,40,2,48,0,2,120,15,8,0.0,-1.0,4.204692619390966,3.4011973816621555,7.9865049385539955,4.477336814478207,4.248495242049359,3.58351893845611,4.418840607796598,0.0,1.791759469228055,0.0,3.4965075614664802,0
11,15,118,135,6,0,175,2,1,128,127,119,128,1,42,47,7,120,0,0,96,0,0,59,0,0,0.0,5.916202062607435,0.0,1.3862943611198906,5.8805329864007,0.0,0.0,1.6094379124341003,1.791759469228055,0.0,0.0,0.0,1.3862943611198906,1
25,50,160,6,1,2,147,4,1,78,120,110,102,1,63,14,4,85,18,3,91,3,2,41,18,71,0.0,5.472270673671475,0.6931471805599453,0.6931471805599453,8.438149984075784,3.9889840465642745,2.8903717578961645,2.833213344056216,5.60947179518496,0.0,0.6931471805599453,0.0,0.6931471805599453,0
6,39,117,128,1,4,135,15,1,92,128,118,111,7,16,89,8,102,0,0,140,0,6,87,0,0,0.0,0.0,1.0986122886681098,1.3862943611198906,9.242613932526478,6.47543271670409,2.4849066497880004,1.3862943611198906,4.852030263919617,0.0,1.3862943611198906,0.0,1.3862943611198906,0
0,18,8,13,1,4,64,1,1,3,12,88,55,7,78,91,8,41,0,0,14,0,0,54,0,0,0.0,1.3862943611198906,0.0,3.2188758248682006,7.5251007461258,3.6109179126442243,2.3978952727983707,2.302585092994046,5.170483995038151,0.0,1.0986122886681098,0.0,3.2188758248682006,1
0,6,82,128,5,5,146,1,1,30,55,115,116,1,122,40,3,18,0,0,150,0,1,87,0,0,1.6094379124341003,0.6931471805599453,1.0986122886681098,2.8903717578961645,2.0794415416798357,1.6094379124341003,1.6094379124341003,2.9444389791664403,2.9444389791664403,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.3862943611198906,0
16,82,119,14,6,4,14,1,1,55,95,21,125,2,15,76,8,81,0,0,56,0,0,67,0,0,0.0,2.3978952727983707,0.6931471805599453,0.0,8.662504922576291,5.10594547390058,1.791759469228055,1.9459101490553132,5.081404364984463,0.0,1.791759469228055,0.0,1.791759469228055,0
1,13,24,101,1,5,143,6,1,30,36,28,97,2,34,125,5,69,41,2,89,5,7,93,16,63,0.0,1.0986122886681098,1.0986122886681098,1.3862943611198906,8.125630988477065,0.0,0.0,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,1.3862943611198906,0
21,78,82,128,5,6,83,1,1,138,80,115,108,7,107,40,8,56,0,0,150,0,1,87,0,0,0.0,0.6931471805599453,2.0794415416798357,2.5649493574615367,8.010359588919783,4.844187086458591,1.791759469228055,3.7376696182833684,4.804021044733257,0.0,1.0986122886681098,0.0,2.5649493574615367,0
11,84,133,138,1,1,46,1,1,121,161,89,103,1,121,150,3,7,11,1,93,0,1,16,16,6,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,4.1588830833596715,0.6931471805599453,3.091042453358316,1.0986122886681098,4.6913478822291435,1.0986122886681098,2.302585092994046,1.0986122886681098,0.6931471805599453,1
0,34,57,120,1,4,162,1,1,28,144,139,74,1,48,22,1,51,5,3,98,0,2,11,16,57,0.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,6.335054251498059,0.0,0.0,1.791759469228055,1.3862943611198906,0.0,0.0,0.0,0.6931471805599453,0
0,84,142,22,1,6,46,1,1,60,27,116,103,1,121,56,7,7,36,2,135,3,1,103,1,38,0.0,0.6931471805599453,1.6094379124341003,1.0986122886681098,9.069352678675205,2.4849066497880004,0.6931471805599453,1.3862943611198906,2.0794415416798357,0.0,0.6931471805599453,0.0,1.0986122886681098,0
0,86,134,56,0,4,157,7,1,16,107,71,162,7,166,27,8,107,0,0,78,5,0,48,0,0,2.1972245773362196,0.6931471805599453,1.3862943611198906,2.70805020110221,5.863631175598097,3.9318256327243257,2.1972245773362196,3.58351893845611,3.6375861597263857,0.6931471805599453,0.6931471805599453,0.0,2.9444389791664403,0
0,31,101,137,0,4,152,10,1,30,133,12,38,1,112,60,7,125,5,1,40,0,8,43,8,72,0.0,-1.0,0.0,0.0,7.243512974665482,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,1
9,49,108,20,1,3,44,1,1,30,71,46,165,12,86,140,8,92,34,3,142,0,0,4,2,32,0.0,4.31748811353631,1.3862943611198906,1.6094379124341003,9.797682493639151,3.4965075614664802,2.4849066497880004,2.302585092994046,4.59511985013459,0.0,2.3978952727983707,0.0,1.6094379124341003,1
0,57,14,38,3,4,111,1,1,68,39,23,76,7,20,102,8,55,5,1,6,0,8,90,14,19,0.0,3.6635616461296463,2.70805020110221,3.8501476017100584,8.768263145371286,6.790097235513905,2.5649493574615367,2.302585092994046,6.760414691083428,0.0,0.6931471805599453,0.0,3.8501476017100584,0
0,59,146,117,1,4,160,1,1,23,152,152,17,1,37,87,0,0,0,0,1,0,0,32,0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,9.581697010450897,6.79794041297493,1.3862943611198906,2.0794415416798357,4.07753744390572,0.0,0.6931471805599453,0.0,1.0986122886681098,0
0,83,30,72,1,6,110,1,1,27,151,167,132,1,132,24,8,88,0,0,166,5,8,121,0,0,0.0,2.70805020110221,2.772588722239781,2.4849066497880004,8.32093496888341,4.836281906951478,1.6094379124341003,3.58351893845611,4.718498871295094,0.0,0.6931471805599453,0.0,2.70805020110221,0
0,5,114,76,1,0,141,7,1,118,30,150,69,1,87,132,8,45,37,1,60,0,0,12,16,59,0.0,2.9444389791664403,3.1780538303479458,0.0,10.646019958276817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,18,161,91,1,5,163,1,1,73,117,103,157,7,123,77,8,23,0,0,80,0,6,24,0,0,0.6931471805599453,1.0986122886681098,4.343805421853684,1.6094379124341003,0.0,1.6094379124341003,0.6931471805599453,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.0,1.6094379124341003,1
16,5,91,102,1,0,22,1,1,58,56,98,145,4,95,135,7,40,22,2,127,0,1,75,16,53,0.6931471805599453,0.0,3.4011973816621555,1.791759469228055,3.713572066704308,1.791759469228055,0.6931471805599453,1.791759469228055,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,1.791759469228055,0
6,30,123,108,1,5,161,1,1,2,156,69,39,7,91,31,3,61,5,2,110,0,1,35,1,54,0.6931471805599453,7.980023592310645,0.0,0.0,3.8918202981106265,2.8903717578961645,3.044522437723423,2.3978952727983707,4.442651256490317,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0
3,18,45,81,1,4,33,7,1,30,60,132,164,7,105,34,5,84,0,0,24,3,7,65,0,0,0.0,4.02535169073515,2.3978952727983707,2.5649493574615367,5.703782474656201,0.0,0.0,3.1780538303479458,3.295836866004329,0.0,0.0,0.0,3.295836866004329,0
0,5,54,119,1,5,117,1,1,119,165,24,142,12,62,35,8,40,14,3,167,5,0,6,16,86,1.0986122886681098,2.1972245773362196,1.9459101490553132,1.3862943611198906,1.791759469228055,1.3862943611198906,3.258096538021482,2.4849066497880004,6.583409222158765,0.6931471805599453,1.9459101490553132,0.0,1.3862943611198906,0
11,44,115,6,1,4,165,1,1,59,3,27,86,1,19,158,8,116,5,3,51,5,2,41,16,71,0.6931471805599453,6.202535517187923,5.049856007249537,1.0986122886681098,0.6931471805599453,0.0,2.1972245773362196,2.0794415416798357,3.828641396489095,0.6931471805599453,2.0794415416798357,0.0,0.0,1
0,18,22,112,1,4,167,1,0,30,73,77,120,7,46,83,8,119,0,0,69,0,7,7,0,0,0.0,3.58351893845611,0.0,0.0,12.588081459824195,0.0,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0
0,76,146,117,1,4,12,1,1,66,91,152,71,8,50,87,8,26,0,0,1,0,2,32,0,0,0.0,2.1972245773362196,2.1972245773362196,2.5649493574615367,10.580098764455974,7.507141079727608,0.0,2.995732273553991,5.765191102784844,0.0,0.0,0.0,2.5649493574615367,0
0,44,136,42,3,4,123,2,1,8,28,109,12,13,115,112,8,116,5,2,8,0,0,124,4,42,1.791759469228055,0.0,0.6931471805599453,0.0,4.532599493153256,0.0,1.791759469228055,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0
11,74,3,148,6,3,88,0,1,100,51,13,77,1,56,108,8,96,41,2,131,2,0,40,4,79,0.0,0.0,0.6931471805599453,0.0,9.856867531900901,2.4849066497880004,2.4849066497880004,0.0,4.499809670330265,0.0,1.0986122886681098,0.0,0.0,1
22,78,82,128,1,6,112,2,0,30,166,115,161,1,97,40,7,16,0,0,150,0,1,87,0,0,0.0,5.517452896464707,0.6931471805599453,0.6931471805599453,11.285033156133814,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0
0,46,156,76,6,0,69,1,1,101,150,57,52,7,109,113,8,1,5,1,83,0,0,12,16,60,0.0,0.0,1.3862943611198906,1.0986122886681098,8.055475141757274,3.091042453358316,1.6094379124341003,1.3862943611198906,3.2188758248682006,0.0,1.0986122886681098,0.0,1.0986122886681098,0
16,56,148,95,1,4,58,2,1,5,139,160,93,7,114,53,7,11,20,2,31,3,0,23,16,41,0.0,0.0,2.3978952727983707,1.0986122886681098,10.638424259406456,4.442651256490317,0.0,1.791759469228055,3.912023005428146,0.0,0.0,0.0,1.0986122886681098,0
16,75,112,83,6,2,84,1,1,30,160,117,31,1,11,117,8,44,0,0,144,0,2,111,0,0,1.6094379124341003,-1.0,1.9459101490553132,1.9459101490553132,6.771935555839602,3.4657359027997265,3.6375861597263857,3.7612001156935624,5.814130531825066,0.6931471805599453,2.833213344056216,0.0,1.9459101490553132,1
11,16,15,28,6,5,113,1,0,115,108,22,5,4,128,50,4,122,0,0,55,0,1,12,0,0,0.0,3.6635616461296463,0.0,0.0,10.673734653476922,6.523562306149512,0.0,1.0986122886681098,3.044522437723423,0.0,0.0,0.0,0.0,0
0,18,116,8,1,5,164,5,0,141,61,100,36,1,59,133,8,63,0,0,95,3,1,73,0,0,0.0,0.0,1.9459101490553132,1.9459101490553132,11.728262625548346,0.0,0.0,1.791759469228055,2.995732273553991,0.0,0.0,0.0,1.9459101490553132,0
9,18,124,114,1,4,0,1,1,76,48,146,88,2,168,159,8,98,0,0,52,0,0,9,0,0,1.0986122886681098,1.9459101490553132,0.0,0.0,5.707110264748875,3.258096538021482,1.0986122886681098,3.258096538021482,4.23410650459726,0.6931471805599453,0.6931471805599453,0.0,0.0,1
9,18,32,39,1,4,61,7,0,30,48,126,88,1,134,11,7,118,0,0,50,0,1,76,0,0,0.0,3.332204510175204,0.0,0.0,11.634071727522182,7.653020413804189,0.0,1.0986122886681098,4.564348191467836,0.0,0.0,0.0,0.0,0
0,23,31,36,1,0,20,1,1,86,19,16,106,1,153,55,4,80,5,1,128,0,8,12,16,17,0.0,8.007034012193408,1.0986122886681098,0.0,8.050384453067021,3.871201010907891,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0
11,24,159,4,1,4,25,7,1,57,77,7,62,2,75,85,8,34,5,1,43,0,0,80,18,48,0.0,5.19295685089021,1.791759469228055,0.6931471805599453,7.289610521451167,1.9459101490553132,4.2626798770413155,1.9459101490553132,2.833213344056216,0.0,2.3978952727983707,0.0,1.3862943611198906,1
16,56,37,141,1,3,58,1,1,5,139,123,93,1,111,109,8,11,42,2,119,0,0,57,12,81,0.0,0.6931471805599453,2.0794415416798357,1.0986122886681098,7.976251943745623,1.0986122886681098,5.71042701737487,1.3862943611198906,4.007333185232471,0.0,2.772588722239781,0.0,1.0986122886681098,1
9,73,0,0,1,4,115,8,1,43,142,0,104,7,118,0,8,83,0,0,0,5,0,0,0,0,0.0,0.0,2.1972245773362196,1.9459101490553132,4.836281906951478,4.812184355372417,1.791759469228055,3.5553480614894135,4.68213122712422,0.0,1.3862943611198906,0.0,3.2188758248682006,0
11,5,62,16,1,1,65,1,1,75,30,151,69,8,21,64,4,40,30,2,122,0,1,89,16,23,0.0,0.0,1.791759469228055,1.9459101490553132,8.773694146384443,4.543294782270004,2.995732273553991,2.0794415416798357,3.6375861597263857,0.0,0.6931471805599453,0.6931471805599453,2.0794415416798357,0
0,15,48,87,1,4,120,1,1,51,26,133,104,1,42,166,4,120,0,0,10,3,0,109,0,0,0.0,1.0986122886681098,0.6931471805599453,2.4849066497880004,7.659171367666058,4.382026634673881,1.9459101490553132,1.0986122886681098,4.74493212836325,0.0,1.3862943611198906,0.6931471805599453,2.4849066497880004,1
9,37,0,0,1,4,178,1,1,29,157,0,114,1,149,0,8,104,0,0,0,0,0,0,0,0,0.0,2.8903717578961645,1.791759469228055,2.0794415416798357,8.746557354543503,0.0,0.0,3.7612001156935624,0.6931471805599453,0.0,0.0,0.0,3.58351893845611,0
11,5,86,144,5,0,17,1,1,30,17,4,20,2,148,146,5,40,1,2,18,0,0,39,18,84,0.0,1.0986122886681098,3.1780538303479458,3.044522437723423,5.003946305945459,0.0,0.0,3.044522437723423,3.044522437723423,0.0,0.0,0.0,3.044522437723423,0
0,51,20,75,1,4,182,1,0,123,66,78,139,2,26,127,8,99,5,1,61,0,4,100,16,52,0.0,2.995732273553991,6.284134161070802,2.0794415416798357,11.034389538985547,0.0,0.0,2.0794415416798357,1.0986122886681098,0.0,0.0,0.0,2.0794415416798357,0
0,0,66,107,1,4,10,15,1,11,87,6,73,2,53,49,0,74,5,1,30,5,0,118,17,48,0.0,0.0,4.736198448394496,1.3862943611198906,8.01862546504575,6.3561076606958915,1.0986122886681098,1.3862943611198906,5.3706380281276624,0.0,0.6931471805599453,0.0,1.3862943611198906,0
21,64,44,65,1,6,4,2,1,9,130,96,57,1,106,1,1,25,0,0,138,0,0,68,0,0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,7.382746449738912,2.5649493574615367,0.6931471805599453,2.5649493574615367,2.772588722239781,0.0,0.6931471805599453,0.0,2.5649493574615367,1
0,5,153,143,1,0,141,1,1,118,30,128,69,13,23,4,4,40,17,2,41,0,0,12,16,11,0.6931471805599453,0.0,1.9459101490553132,1.3862943611198906,0.0,0.0,2.995732273553991,1.3862943611198906,1.3862943611198906,0.6931471805599453,2.302585092994046,0.0,0.0,1
0,84,84,41,5,4,27,1,1,96,110,67,63,1,121,75,4,7,18,1,123,0,0,10,16,49,0.0,3.1354942159291497,1.9459101490553132,3.1354942159291497,5.318119993844216,5.0369526024136295,4.394449154672439,2.9444389791664403,6.2324480165505225,0.0,2.4849066497880004,0.0,3.1354942159291497,0
21,68,0,0,5,0,19,1,1,61,149,0,14,1,24,0,7,72,0,0,0,0,0,0,0,0,0.6931471805599453,-1.0,0.0,0.0,4.9344739331306915,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0
